OBJECTID,Shape,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,City,Shape_Length,Shape_Area
152,,26,163,523300,2,261635233002,Block Group 2,G5030,S,269553,0,+42.3171472,-083.0974847,Detroit,6845.076812,2901211.268
153,,26,163,523300,1,261635233001,Block Group 1,G5030,S,220929,0,+42.3206032,-083.0999562,Detroit,6280.674144,2377857.534
154,,26,163,985300,1,261639853001,Block Group 1,G5030,S,1105371,379735,+42.3203926,-083.0701382,Detroit,20447.94163,15984165.14
155,,26,163,515700,1,261635157001,Block Group 1,G5030,S,540071,1059803,+42.3522749,-082.9874086,Detroit,21242.3712,17219384.75
156,,26,163,515700,2,261635157002,Block Group 2,G5030,S,667979,0,+42.3573883,-082.9802535,Detroit,11266.04988,7189417.486
157,,26,163,985500,1,261639855001,Block Group 1,G5030,S,3397894,3081417,+42.3418558,-082.9781710,Detroit,38747.03084,69736727.15
158,,26,163,518000,2,261635180002,Block Group 2,G5030,S,488397,0,+42.3634924,-083.0591778,Detroit,9568.063016,5256535.864
159,,26,163,531200,3,261635312003,Block Group 3,G5030,S,491559,0,+42.3803375,-083.0973374,Detroit,9335.994696,5290572.073
160,,26,163,521400,1,261635214001,Block Group 1,G5030,S,1305626,0,+42.3305838,-083.0730165,Detroit,18164.81096,14052350.64
161,,26,163,512200,2,261635122002,Block Group 2,G5030,S,725701,0,+42.3972156,-082.9789507,Detroit,11930.38138,7810571.863
162,,26,163,526400,1,261635264001,Block Group 1,G5030,S,227895,0,+42.3379930,-083.1288887,Detroit,6283.488416,2452805.233
163,,26,163,526400,2,261635264002,Block Group 2,G5030,S,339150,0,+42.3422444,-083.1323902,Detroit,7962.604589,3650234.437
164,,26,163,507500,3,261635075003,Block Group 3,G5030,S,267245,0,+42.4427293,-083.0927957,Detroit,7878.405341,2876275.08
165,,26,163,506900,5,261635069005,Block Group 5,G5030,S,385020,0,+42.4370286,-083.0735212,Detroit,8727.352758,4143806.125
166,,26,163,507300,3,261635073003,Block Group 3,G5030,S,683619,0,+42.4232113,-083.0876657,Detroit,12189.876,7357506.755
167,,26,163,510400,2,261635104002,Block Group 2,G5030,S,899790,26408,+42.4137927,-083.0809171,Detroit,13776.81544,9968409.321
168,,26,163,538300,2,261635383002,Block Group 2,G5030,S,1389245,2042,+42.4234694,-083.1231908,Detroit,22420.6527,14973949.97
169,,26,163,538200,1,261635382001,Block Group 1,G5030,S,555317,0,+42.4351167,-083.1373855,Detroit,10020.31887,5976706.635
170,,26,163,512300,1,261635123001,Block Group 1,G5030,S,435397,0,+42.3878530,-082.9686356,Detroit,9970.167775,4686108.071
171,,26,163,533900,3,261635339003,Block Group 3,G5030,S,977457,0,+42.3665413,-083.0761317,Detroit,13915.17482,10520190.84
172,,26,163,532200,2,261635322002,Block Group 2,G5030,S,465967,0,+42.3892062,-083.0916787,Detroit,9125.732556,5015093.415
173,,26,163,516800,2,261635168002,Block Group 2,G5030,S,374355,0,+42.3594925,-083.0245042,Detroit,8870.276909,4029168.866
174,,26,163,516800,1,261635168001,Block Group 1,G5030,S,608901,0,+42.3538536,-083.0261016,Detroit,13338.44737,6553528.894
175,,26,163,516600,1,261635166001,Block Group 1,G5030,S,206216,0,+42.3385995,-083.0266041,Detroit,6078.249453,2219488.108
176,,26,163,533300,1,261635333001,Block Group 1,G5030,S,223109,0,+42.3633028,-083.1037380,Detroit,7348.361474,2401306.181
177,,26,163,533300,2,261635333002,Block Group 2,G5030,S,467124,0,+42.3616648,-083.1081489,Detroit,9184.375808,5027576.212
178,,26,163,532600,2,261635326002,Block Group 2,G5030,S,248462,0,+42.3684203,-083.0895032,Detroit,9471.618648,2674160.724
179,,26,163,524300,1,261635243001,Block Group 1,G5030,S,242076,0,+42.3038727,-083.1244317,Detroit,7164.404566,2605488.132
180,,26,163,523800,1,261635238001,Block Group 1,G5030,S,395952,0,+42.3037437,-083.1193565,Detroit,10611.18724,4261668.398
181,,26,163,524300,2,261635243002,Block Group 2,G5030,S,1195148,51534,+42.2997247,-083.1373695,Detroit,22060.84298,13418130.13
182,,26,163,524200,6,261635242006,Block Group 6,G5030,S,158982,0,+42.3056490,-083.1338570,Detroit,6626.666315,1711130.679
183,,26,163,524700,4,261635247004,Block Group 4,G5030,S,534937,0,+42.2722804,-083.1591221,Detroit,12697.58416,5757631.333
184,,26,163,526000,1,261635260001,Block Group 1,G5030,S,1000952,0,+42.3254465,-083.1462812,Detroit,15132.09718,10773200.86
185,,26,163,535000,2,261635350002,Block Group 2,G5030,S,634945,0,+42.3621741,-083.1775025,Detroit,10487.00264,6833820.513
186,,26,163,525700,4,261635257004,Block Group 4,G5030,S,260534,0,+42.3258723,-083.1199305,Detroit,6703.865583,2804123.586
187,,26,163,525700,3,261635257003,Block Group 3,G5030,S,419124,0,+42.3289932,-083.1253778,Detroit,9196.729258,4511003.234
188,,26,163,525700,2,261635257002,Block Group 2,G5030,S,175526,0,+42.3294135,-083.1337867,Detroit,5661.904257,1889194.588
189,,26,163,525700,1,261635257001,Block Group 1,G5030,S,508597,0,+42.3245538,-083.1276370,Detroit,13749.37579,5474010.761
190,,26,163,525600,1,261635256001,Block Group 1,G5030,S,287496,0,+42.3292865,-083.1151327,Detroit,7463.646899,3094331.497
191,,26,163,536200,1,261635362001,Block Group 1,G5030,S,239802,0,+42.4094883,-083.1622577,Detroit,7118.910965,2580893.516
192,,26,163,536900,3,261635369003,Block Group 3,G5030,S,402754,0,+42.4129122,-083.1732909,Detroit,8341.537963,4334722.675
193,,26,163,546200,4,261635462004,Block Group 4,G5030,S,241159,0,+42.3440430,-083.2615844,Detroit,6894.918998,2595571.631
194,,26,163,503400,2,261635034002,Block Group 2,G5030,S,352150,0,+42.4392850,-082.9776867,Detroit,8561.423711,3790067.488
195,,26,163,503300,4,261635033004,Block Group 4,G5030,S,325332,0,+42.4381242,-083.0023789,Detroit,7936.330979,3501426.34
196,,26,163,503300,3,261635033003,Block Group 3,G5030,S,326113,0,+42.4382597,-082.9974686,Detroit,7932.164945,3509846.937
197,,26,163,503300,2,261635033002,Block Group 2,G5030,S,302657,0,+42.4384443,-082.9926959,Detroit,8570.825863,3257400.276
198,,26,163,503300,1,261635033001,Block Group 1,G5030,S,344074,0,+42.4384365,-082.9878785,Detroit,8593.032081,3703168.255
199,,26,163,503200,3,261635032003,Block Group 3,G5030,S,470956,0,+42.4472420,-082.9978273,Detroit,10524.5135,5068730.302
200,,26,163,503200,2,261635032002,Block Group 2,G5030,S,322053,0,+42.4436142,-083.0001332,Detroit,7916.625424,3466151.311
201,,26,163,503200,1,261635032001,Block Group 1,G5030,S,478331,0,+42.4450496,-082.9896025,Detroit,10424.42,5148133.994
202,,26,163,503100,3,261635031003,Block Group 3,G5030,S,316342,0,+42.4458009,-082.9830881,Detroit,7803.11103,3404702.486
203,,26,163,503100,2,261635031002,Block Group 2,G5030,S,214724,0,+42.4438435,-082.9762014,Detroit,6778.786134,2311006.698
204,,26,163,502000,1,261635020001,Block Group 1,G5030,S,521231,0,+42.3928322,-082.9485978,Detroit,11138.42949,5609913.408
205,,26,163,502000,2,261635020002,Block Group 2,G5030,S,373125,0,+42.3939386,-082.9446860,Detroit,10631.59125,4015875.553
206,,26,163,501900,4,261635019004,Block Group 4,G5030,S,216014,0,+42.3971270,-082.9431223,Detroit,7070.405405,2324926.911
207,,26,163,501900,3,261635019003,Block Group 3,G5030,S,207156,0,+42.3913198,-082.9383781,Detroit,7307.904688,2229585.333
208,,26,163,501900,2,261635019002,Block Group 2,G5030,S,158774,0,+42.3940805,-082.9375559,Detroit,5686.190704,1708844.743
209,,26,163,501900,1,261635019001,Block Group 1,G5030,S,160718,0,+42.3989956,-082.9407710,Detroit,5731.492999,1729776.499
210,,26,163,534200,5,261635342005,Block Group 5,G5030,S,391636,0,+42.3828403,-083.1637454,Detroit,8366.106513,4215077.704
211,,26,163,534200,4,261635342004,Block Group 4,G5030,S,173781,0,+42.3793053,-083.1619018,Detroit,6934.198818,1870361.077
212,,26,163,534200,3,261635342003,Block Group 3,G5030,S,231196,0,+42.3782067,-083.1561090,Detroit,6605.592136,2488321.626
213,,26,163,539200,3,261635392003,Block Group 3,G5030,S,315803,0,+42.4416299,-083.1881380,Detroit,7842.46527,3398839.7
214,,26,163,539200,2,261635392002,Block Group 2,G5030,S,312326,0,+42.4417732,-083.1833079,Detroit,7761.452368,3361439.693
215,,26,163,541200,1,261635412001,Block Group 1,G5030,S,394116,0,+42.4267007,-083.2539392,Detroit,8292.495338,4241718.1
216,,26,163,541100,3,261635411003,Block Group 3,G5030,S,260106,0,+42.4217993,-083.2412119,Detroit,6747.14958,2799410.127
217,,26,163,541100,2,261635411002,Block Group 2,G5030,S,254857,0,+42.4268359,-083.2469086,Detroit,6679.005313,2742931.297
218,,26,163,541100,1,261635411001,Block Group 1,G5030,S,252902,0,+42.4269665,-083.2414537,Detroit,6635.045567,2721900.627
219,,26,163,541000,1,261635410001,Block Group 1,G5030,S,352613,0,+42.4331104,-083.2416721,Detroit,8155.602996,3795052.181
220,,26,163,540900,4,261635409004,Block Group 4,G5030,S,357309,0,+42.4384312,-083.2446894,Detroit,8509.036002,3845573.09
221,,26,163,540900,3,261635409003,Block Group 3,G5030,S,267792,0,+42.4381752,-083.2543918,Detroit,7099.298285,2882139.686
222,,26,163,540900,2,261635409002,Block Group 2,G5030,S,279859,0,+42.4417100,-083.2545569,Detroit,7203.407409,3011998.445
223,,26,163,540900,1,261635409001,Block Group 1,G5030,S,357515,0,+42.4419915,-083.2448132,Detroit,8525.913728,3847802.762
224,,26,163,540700,4,261635407004,Block Group 4,G5030,S,362830,0,+42.4351182,-083.2335448,Detroit,8621.976482,3904977.155
225,,26,163,540700,3,261635407003,Block Group 3,G5030,S,365494,0,+42.4315254,-083.2333818,Detroit,8622.602275,3933658.044
226,,26,163,540700,2,261635407002,Block Group 2,G5030,S,282824,0,+42.4317463,-083.2235770,Detroit,7254.310295,3043949.387
227,,26,163,540700,1,261635407001,Block Group 1,G5030,S,274788,0,+42.4353469,-083.2238104,Detroit,7174.295038,2957420.684
228,,26,163,540600,2,261635406002,Block Group 2,G5030,S,327825,0,+42.4249136,-083.2347783,Detroit,8262.697779,3528249.437
229,,26,163,540600,1,261635406001,Block Group 1,G5030,S,222888,0,+42.4283400,-083.2339777,Detroit,7078.1714,2398845.252
230,,26,163,540500,4,261635405004,Block Group 4,G5030,S,282332,0,+42.4284243,-083.2247742,Detroit,8224.102152,3038660.742
231,,26,163,540500,3,261635405003,Block Group 3,G5030,S,214953,0,+42.4259129,-083.2238408,Detroit,9601.297191,2313461.459
232,,26,163,540500,2,261635405002,Block Group 2,G5030,S,201826,0,+42.4237428,-083.2243461,Detroit,7121.748439,2172183.562
233,,26,163,540400,3,261635404003,Block Group 3,G5030,S,207565,0,+42.4193772,-083.2085824,Detroit,6959.376262,2233972.036
234,,26,163,533700,2,261635337002,Block Group 2,G5030,S,289525,0,+42.3603909,-083.1351805,Detroit,7498.414509,3116132.268
235,,26,163,533700,1,261635337001,Block Group 1,G5030,S,546772,0,+42.3550576,-083.1326831,Detroit,11458.88038,5884831.854
236,,26,163,533600,2,261635336002,Block Group 2,G5030,S,253168,0,+42.3541689,-083.1235581,Detroit,6487.786292,2724820.012
237,,26,163,533600,1,261635336001,Block Group 1,G5030,S,207312,0,+42.3576430,-083.1261583,Detroit,6034.454681,2231260.811
238,,26,163,533400,2,261635334002,Block Group 2,G5030,S,375016,0,+42.3597063,-083.1143176,Detroit,9785.15572,4036277.83
239,,26,163,533400,5,261635334005,Block Group 5,G5030,S,134142,0,+42.3629057,-083.1167335,Detroit,6014.996248,1443749.418
240,,26,163,533400,3,261635334003,Block Group 3,G5030,S,126420,0,+42.3673218,-083.1171554,Detroit,5300.162164,1360650.162
241,,26,163,533400,1,261635334001,Block Group 1,G5030,S,209459,0,+42.3658721,-083.1197520,Detroit,7549.83307,2254358.872
242,,26,163,533200,3,261635332003,Block Group 3,G5030,S,198899,0,+42.3698394,-083.1081226,Detroit,6738.344827,2140716.105
243,,26,163,533200,2,261635332002,Block Group 2,G5030,S,232694,0,+42.3676689,-083.1138949,Detroit,7034.541806,2504438.074
244,,26,163,533200,1,261635332001,Block Group 1,G5030,S,194758,0,+42.3688046,-083.1108942,Detroit,6732.163455,2096148.082
245,,26,163,533100,3,261635331003,Block Group 3,G5030,S,194841,0,+42.3706832,-083.1050808,Detroit,6479.645986,2097032.036
246,,26,163,533100,2,261635331002,Block Group 2,G5030,S,170618,0,+42.3718094,-083.1023537,Detroit,6239.766246,1836325.396
247,,26,163,533100,1,261635331001,Block Group 1,G5030,S,244784,0,+42.3729205,-083.0991295,Detroit,6885.621534,2634556.411
248,,26,163,533000,2,261635330002,Block Group 2,G5030,S,439140,0,+42.3648226,-083.0995630,Detroit,9012.933784,4726405.14
249,,26,163,533000,1,261635330001,Block Group 1,G5030,S,304424,0,+42.3665453,-083.0949305,Detroit,8014.396309,3276454.206
250,,26,163,525500,2,261635255002,Block Group 2,G5030,S,361005,0,+42.3329465,-083.1143821,Detroit,8858.876628,3885488.581
251,,26,163,525400,2,261635254002,Block Group 2,G5030,S,340242,0,+42.3384105,-083.1149873,Detroit,9759.819732,3662012.506
252,,26,163,525400,1,261635254001,Block Group 1,G5030,S,323007,0,+42.3362624,-083.1203501,Detroit,8286.132026,3476506.079
253,,26,163,527200,1,261635272001,Block Group 1,G5030,S,367069,0,+42.3523537,-083.1145510,Detroit,8301.460478,3950736.07
254,,26,163,524800,4,261635248004,Block Group 4,G5030,S,191698,0,+42.2652469,-083.1601925,Detroit,5763.426427,2063280.408
255,,26,163,524800,3,261635248003,Block Group 3,G5030,S,221908,0,+42.2613019,-083.1634601,Detroit,6197.859171,2388450.012
256,,26,163,524800,2,261635248002,Block Group 2,G5030,S,231255,0,+42.2590376,-083.1600287,Detroit,6783.505808,2489053.611
257,,26,163,524800,1,261635248001,Block Group 1,G5030,S,169166,0,+42.2633415,-083.1563408,Detroit,6016.2633,1820771.078
258,,26,163,524700,5,261635247005,Block Group 5,G5030,S,273532,0,+42.2732077,-083.1539582,Detroit,7126.046953,2944071.359
259,,26,163,524700,3,261635247003,Block Group 3,G5030,S,166269,0,+42.2669387,-083.1555296,Detroit,5923.684674,1789584.763
260,,26,163,524700,2,261635247002,Block Group 2,G5030,S,174768,0,+42.2691966,-083.1514925,Detroit,5605.397346,1881051.774
261,,26,163,524700,1,261635247001,Block Group 1,G5030,S,195442,0,+42.2733538,-083.1477838,Detroit,6286.293594,2103564.443
262,,26,163,524500,1,261635245001,Block Group 1,G5030,S,859919,54920,+42.2850065,-083.1465060,Detroit,13464.80654,9846518.051
263,,26,163,524300,3,261635243003,Block Group 3,G5030,S,151492,0,+42.3013899,-083.1309881,Detroit,5465.011508,1630507.404
264,,26,163,524200,5,261635242005,Block Group 5,G5030,S,159199,0,+42.3080679,-083.1307731,Detroit,5535.667578,1713469.449
265,,26,163,524200,4,261635242004,Block Group 4,G5030,S,129481,0,+42.3033593,-083.1324274,Detroit,5221.980868,1393609.721
266,,26,163,524200,3,261635242003,Block Group 3,G5030,S,136983,0,+42.3059839,-083.1268122,Detroit,5118.474546,1474347.604
267,,26,163,524200,2,261635242002,Block Group 2,G5030,S,152334,0,+42.3083665,-083.1240055,Detroit,6097.162099,1639573.856
268,,26,163,524200,1,261635242001,Block Group 1,G5030,S,127549,0,+42.3105183,-083.1263057,Detroit,5007.980394,1372818.499
269,,26,163,524100,2,261635241002,Block Group 2,G5030,S,155645,0,+42.3140451,-083.1318652,Detroit,5341.784667,1675202.829
270,,26,163,524100,3,261635241003,Block Group 3,G5030,S,514078,8689,+42.3113650,-083.1373320,Detroit,13059.7603,5626559.502
271,,26,163,524100,4,261635241004,Block Group 4,G5030,S,130576,0,+42.3123717,-083.1279221,Detroit,5171.833625,1405384.897
272,,26,163,538300,1,261635383001,Block Group 1,G5030,S,1410249,14413,+42.4265837,-083.1167893,Detroit,17693.96132,15333145.96
273,,26,163,540100,1,261635401001,Block Group 1,G5030,S,598188,0,+42.4427233,-083.2106068,Detroit,12593.00845,6438078.216
274,,26,163,540800,2,261635408002,Block Group 2,G5030,S,397407,0,+42.4407348,-083.2228611,Detroit,8482.977613,4277122.948
275,,26,163,540400,4,261635404004,Block Group 4,G5030,S,572511,0,+42.4192593,-083.2144926,Detroit,9948.6661,6161737.562
276,,26,163,542200,5,261635422005,Block Group 5,G5030,S,372707,0,+42.4047861,-083.2156652,Detroit,8348.314584,4011366.467
277,,26,163,543900,2,261635439002,Block Group 2,G5030,S,639133,0,+42.3819163,-083.2441278,Detroit,11179.52965,6878862.956
278,,26,163,543000,1,261635430001,Block Group 1,G5030,S,528652,0,+42.4064482,-083.2281051,Detroit,13857.76653,5689695.466
279,,26,163,541800,2,261635418002,Block Group 2,G5030,S,556108,0,+42.4394031,-083.2831468,Detroit,10078.03186,5985204.786
280,,26,163,542300,3,261635423003,Block Group 3,G5030,S,386531,0,+42.3995891,-083.2095561,Detroit,10903.65953,4160107.458
281,,26,163,542500,3,261635425003,Block Group 3,G5030,S,502136,0,+42.3955030,-083.2145640,Detroit,9977.748974,5404378.951
282,,26,163,545500,3,261635455003,Block Group 3,G5030,S,286743,0,+42.3474494,-083.2140838,Detroit,8370.802069,3086172.831
283,,26,163,532700,1,261635327001,Block Group 1,G5030,S,414737,0,+42.3757187,-083.0914623,Detroit,8472.48373,4463748.322
284,,26,163,532600,1,261635326001,Block Group 1,G5030,S,206417,0,+42.3713992,-083.0901350,Detroit,7077.050374,2221627.529
285,,26,163,533900,2,261635339002,Block Group 2,G5030,S,107842,0,+42.3725432,-083.0837873,Detroit,4718.027824,1160682.824
286,,26,163,533900,1,261635339001,Block Group 1,G5030,S,268044,0,+42.3741024,-083.0796320,Detroit,6785.039232,2884891.009
287,,26,163,532400,3,261635324003,Block Group 3,G5030,S,214189,0,+42.3771241,-083.0855498,Detroit,9722.412939,2305264.212
288,,26,163,532400,2,261635324002,Block Group 2,G5030,S,164367,0,+42.3780772,-083.0822928,Detroit,5566.983175,1769041.442
289,,26,163,532400,1,261635324001,Block Group 1,G5030,S,168068,0,+42.3805049,-083.0839296,Detroit,5617.293126,1808878.607
290,,26,163,532200,1,261635322001,Block Group 1,G5030,S,233760,0,+42.3867948,-083.0984837,Detroit,6304.311375,2515898.578
291,,26,163,531900,1,261635319001,Block Group 1,G5030,S,318096,0,+42.3943227,-083.1090255,Detroit,7891.980565,3423617.001
292,,26,163,531800,2,261635318002,Block Group 2,G5030,S,293369,0,+42.3896073,-083.1141837,Detroit,7719.606855,3157463.772
293,,26,163,531800,1,261635318001,Block Group 1,G5030,S,209175,0,+42.3871570,-083.1124782,Detroit,7060.044194,2251293.28
294,,26,163,531700,1,261635317001,Block Group 1,G5030,S,232661,0,+42.3958091,-083.1183969,Detroit,7214.018347,2504066.349
295,,26,163,531600,2,261635316002,Block Group 2,G5030,S,215670,0,+42.3931414,-083.1310048,Detroit,6533.848305,2321200.292
296,,26,163,531600,1,261635316001,Block Group 1,G5030,S,343709,0,+42.3947878,-083.1266023,Detroit,7789.169625,3699244.908
297,,26,163,500300,2,261635003002,Block Group 2,G5030,S,321801,0,+42.4362970,-082.9654805,Detroit,11062.50292,3463451.059
298,,26,163,500300,1,261635003001,Block Group 1,G5030,S,405286,0,+42.4403505,-082.9611613,Detroit,9906.165368,4361957.055
299,,26,163,500200,4,261635002004,Block Group 4,G5030,S,241704,0,+42.4474175,-082.9665867,Detroit,6675.469901,2601388.82
300,,26,163,500200,3,261635002003,Block Group 3,G5030,S,211543,0,+42.4439389,-082.9676482,Detroit,6710.647032,2276760.914
301,,26,163,500200,2,261635002002,Block Group 2,G5030,S,243113,0,+42.4445962,-082.9597350,Detroit,6609.383859,2616546.45
302,,26,163,500200,1,261635002001,Block Group 1,G5030,S,243437,0,+42.4481988,-082.9598871,Detroit,6615.343203,2620015.49
303,,26,163,500100,4,261635001004,Block Group 4,G5030,S,206376,0,+42.4433528,-082.9535775,Detroit,6005.044129,2221156.728
304,,26,163,500100,3,261635001003,Block Group 3,G5030,S,230980,0,+42.4384492,-082.9535008,Detroit,6453.755224,2485960.71
305,,26,163,500100,2,261635001002,Block Group 2,G5030,S,290456,0,+42.4435930,-082.9487847,Detroit,8448.362839,3126087.37
306,,26,163,524100,1,261635241001,Block Group 1,G5030,S,1022297,0,+42.3174724,-083.1367363,Detroit,17232.84256,11002988.93
307,,26,163,524000,1,261635240001,Block Group 1,G5030,S,1220588,0,+42.3186576,-083.1201604,Detroit,15680.59386,13137208.38
308,,26,163,523800,2,261635238002,Block Group 2,G5030,S,293589,0,+42.3126639,-083.1119560,Detroit,7743.577583,3159902.28
309,,26,163,523800,4,261635238004,Block Group 4,G5030,S,387589,0,+42.3083763,-083.1094939,Detroit,8161.453377,4171635.256
310,,26,163,523800,3,261635238003,Block Group 3,G5030,S,210502,0,+42.3080992,-083.1150279,Detroit,8904.035708,2265629.544
311,,26,163,523400,2,261635234002,Block Group 2,G5030,S,230270,0,+42.3230773,-083.0935917,Detroit,6541.308371,2478393.646
312,,26,163,544000,1,261635440001,Block Group 1,G5030,S,294104,0,+42.3797527,-083.2685252,Detroit,9037.082028,3165381.66
313,,26,163,543900,1,261635439001,Block Group 1,G5030,S,622400,0,+42.3819782,-083.2546894,Detroit,14554.59181,6698718.786
314,,26,163,543800,2,261635438002,Block Group 2,G5030,S,655196,0,+42.3894235,-083.2515106,Detroit,10638.33199,7051713.971
315,,26,163,543800,1,261635438001,Block Group 1,G5030,S,344135,0,+42.3893759,-083.2588359,Detroit,8145.427984,3703847.172
316,,26,163,543700,3,261635437003,Block Group 3,G5030,S,499663,0,+42.3908978,-083.2341430,Detroit,10184.62363,5377748.935
317,,26,163,543700,1,261635437001,Block Group 1,G5030,S,396808,0,+42.3860359,-083.2406959,Detroit,9943.955311,4270731.171
318,,26,163,543600,3,261635436003,Block Group 3,G5030,S,433875,0,+42.3969543,-083.2437008,Detroit,8812.680399,4669682.483
319,,26,163,543600,2,261635436002,Block Group 2,G5030,S,637814,0,+42.3967929,-083.2517844,Detroit,10490.43911,6864598.536
320,,26,163,545900,2,261635459002,Block Group 2,G5030,S,221578,0,+42.3469809,-083.2180300,Detroit,7096.782648,2384826.18
321,,26,163,541100,5,261635411005,Block Group 5,G5030,S,200358,0,+42.4171417,-083.2409879,Detroit,5879.835679,2156375.42
322,,26,163,541300,3,261635413003,Block Group 3,G5030,S,381287,0,+42.4238951,-083.2849424,Detroit,9285.754862,4103670.322
323,,26,163,542600,3,261635426003,Block Group 3,G5030,S,415393,0,+42.3809809,-083.2109342,Detroit,17750.87718,4470778.682
324,,26,163,504400,2,261635044002,Block Group 2,G5030,S,360719,0,+42.4016205,-082.9863959,Detroit,8288.426243,3882331.074
325,,26,163,544000,2,261635440002,Block Group 2,G5030,S,715203,0,+42.3834835,-083.2666344,Detroit,13993.45747,7697571.87
326,,26,163,539400,3,261635394003,Block Group 3,G5030,S,505269,0,+42.4280817,-083.1794837,Detroit,10100.61221,5438039.132
327,,26,163,540100,4,261635401004,Block Group 4,G5030,S,202632,0,+42.4390741,-083.2166689,Detroit,5950.849176,2180838.45
328,,26,163,540100,3,261635401003,Block Group 3,G5030,S,119396,0,+42.4391792,-083.2117709,Detroit,4585.04554,1285020.166
329,,26,163,540100,2,261635401002,Block Group 2,G5030,S,319685,0,+42.4393176,-083.2051207,Detroit,7877.698924,3440650.138
330,,26,163,539700,1,261635397001,Block Group 1,G5030,S,379945,0,+42.4369855,-083.1969372,Detroit,9443.999614,4089206.671
331,,26,163,539600,1,261635396001,Block Group 1,G5030,S,322633,0,+42.4268560,-083.1973016,Detroit,7915.348588,3472402.045
332,,26,163,539600,3,261635396003,Block Group 3,G5030,S,333471,0,+42.4270390,-083.1923516,Detroit,7999.447777,3589054.753
333,,26,163,539500,4,261635395004,Block Group 4,G5030,S,598244,0,+42.4195858,-083.1948042,Detroit,10479.81537,6438702.238
334,,26,163,539500,3,261635395003,Block Group 3,G5030,S,267092,0,+42.4204093,-083.1883484,Detroit,8415.877461,2874617.164
335,,26,163,539500,2,261635395002,Block Group 2,G5030,S,404191,0,+42.4201239,-083.1830441,Detroit,8578.363766,4350166.977
336,,26,163,539500,1,261635395001,Block Group 1,G5030,S,299810,0,+42.4193717,-083.1772978,Detroit,8285.670721,3226773.788
337,,26,163,539400,2,261635394002,Block Group 2,G5030,S,346863,0,+42.4210436,-083.1732389,Detroit,8669.766831,3733153.445
338,,26,163,539400,1,261635394001,Block Group 1,G5030,S,314683,0,+42.4275939,-083.1729386,Detroit,7850.527986,3386826.618
339,,26,163,539300,4,261635393004,Block Group 4,G5030,S,299183,0,+42.4347311,-083.1731222,Detroit,7812.013899,3220001.511
340,,26,163,539300,3,261635393003,Block Group 3,G5030,S,346149,0,+42.4348121,-083.1780087,Detroit,8186.247035,3725474.502
341,,26,163,539300,2,261635393002,Block Group 2,G5030,S,265543,0,+42.4327797,-083.1847861,Detroit,7260.456516,2857942.285
342,,26,163,539300,1,261635393001,Block Group 1,G5030,S,403877,0,+42.4363198,-083.1866126,Detroit,9446.293363,4346763.829
343,,26,163,539200,6,261635392006,Block Group 6,G5030,S,556452,0,+42.4420630,-083.1951779,Detroit,10731.66222,5988847.559
344,,26,163,543600,1,261635436001,Block Group 1,G5030,S,332400,0,+42.3966397,-083.2591202,Detroit,7972.416516,3577504.429
345,,26,163,543400,3,261635434003,Block Group 3,G5030,S,425109,0,+42.3976691,-083.2368172,Detroit,9590.614827,4575341.538
346,,26,163,543400,2,261635434002,Block Group 2,G5030,S,295016,0,+42.4041044,-083.2352829,Detroit,7580.808505,3175172.677
347,,26,163,543400,1,261635434001,Block Group 1,G5030,S,341994,0,+42.4042263,-083.2401792,Detroit,8089.043535,3680775.325
348,,26,163,543200,3,261635432003,Block Group 3,G5030,S,351233,0,+42.4096534,-083.2452559,Detroit,9786.087829,3780185.953
349,,26,163,543200,1,261635432001,Block Group 1,G5030,S,460335,0,+42.4128305,-083.2431157,Detroit,11364.36671,4954485.708
350,,26,163,543200,2,261635432002,Block Group 2,G5030,S,474312,0,+42.4110323,-083.2536680,Detroit,8953.197856,5104857.091
351,,26,163,542900,4,261635429004,Block Group 4,G5030,S,322708,0,+42.3972389,-083.2299702,Detroit,7900.634878,3473230.442
352,,26,163,542900,3,261635429003,Block Group 3,G5030,S,314333,0,+42.3973372,-083.2251304,Detroit,7826.140182,3383078.199
353,,26,163,542900,2,261635429002,Block Group 2,G5030,S,308131,0,+42.3974470,-083.2204071,Detroit,7798.235282,3316331.187
354,,26,163,542900,1,261635429001,Block Group 1,G5030,S,356773,0,+42.4028120,-083.2282681,Detroit,9775.138911,3839865.27
355,,26,163,542800,3,261635428003,Block Group 3,G5030,S,243536,0,+42.3900366,-083.2291308,Detroit,7259.730631,2621114.047
356,,26,163,542800,2,261635428002,Block Group 2,G5030,S,317753,0,+42.3901271,-083.2248843,Detroit,7876.485102,3419889.375
357,,26,163,542800,1,261635428001,Block Group 1,G5030,S,314254,0,+42.3902347,-083.2201022,Detroit,7807.618424,3382220.414
358,,26,163,542600,4,261635426004,Block Group 4,G5030,S,316293,0,+42.3817272,-083.2042760,Detroit,9383.954532,3404186.885
359,,26,163,542600,1,261635426001,Block Group 1,G5030,S,300713,0,+42.3846977,-083.2016583,Detroit,7311.257879,3236518.299
360,,26,163,542500,2,261635425002,Block Group 2,G5030,S,251780,0,+42.3892007,-083.2148795,Detroit,8310.218792,2709863.863
361,,26,163,542500,1,261635425001,Block Group 1,G5030,S,303086,0,+42.3912891,-083.2097898,Detroit,9337.379457,3262034.227
